Date,Open,High,Low,Close,Volume
2020-12-08,3783.71,3792.24,3766.12,3787.13,3783381091
2020-12-09,3791.61,3800.27,3763.85,3776.31,4073863155
2020-12-10,3711.89,3721.07,3674.44,3701.05,4469432213
2020-12-15,3701.41,3723.73,3696.56,3700.73,4246934262
2020-12-16,3749.79,3767.63,3730.84,3763.41,4520394091
2020-12-17,3726.42,3742.0,3714.59,3729.04,4602693291
2020-12-22,3805.43,3809.65,3763.34,3789.27,4770474386
2020-12-23,3763.67,3776.18,3735.19,3767.55,4110755677
2020-12-24,3740.75,3764.67,3717.93,3750.34,3948087932
2020-12-29,3803.26,3807.26,3785.3,3789.94,4234606000
2020-12-30,3724.6,3750.49,3711.16,3734.31,4018024265
2021-01-01,3675.11,3701.65,3635.56,3659.58,4933048056
2021-01-05,3693.78,3702.41,3685.1,3694.26,4899593167
2021-01-06,3676.51,3699.07,3656.31,3662.17,4811502093
2021-01-08,3745.42,3769.72,3719.26,3732.8,4797416090
2021-01-12,3734.67,3735.07,3707.55,3715.07,4617233676
2021-01-13,3683.39,3696.1,3673.83,3686.61,4499478071
2021-01-15,3810.7,3830.94,3807.95,3827.15,4721514892
2021-01-19,3764.01,3777.21,3763.98,3776.36,4493737054
2021-01-20,3721.78,3740.01,3698.87,3716.53,3989362148
2021-01-22,3769.28,3774.61,3768.3,3773.27,4311408854
2021-01-26,3771.87,3798.78,3755.43,3774.04,4310692659
2021-01-27,3738.2,3756.51,3719.44,3744.36,3967753445
2021-01-29,3794.7,3804.51,3766.72,3789.45,4593111358
2021-02-01,3900.13,3922.53,3860.6,3883.62,4037973006
2021-02-02,3739.67,3774.35,3729.27,3744.38,3715678831
2021-02-03,3818.45,3841.01,3799.14,3802.69,4362057129
2021-02-05,3889.02,3918.43,3854.31,3880.06,3686798742
2021-02-08,3799.46,3825.28,3764.33,3779.85,3788764116
2021-02-09,3899.45,3927.25,3874.91,3911.21,4576271545
2021-02-10,3873.15,3901.89,3851.54,3860.43,4357252530
2021-02-12,3844.47,3871.61,3828.52,3831.45,4386274547
2021-02-15,3950.04,3968.49,3934.86,3939.25,4275620681
2021-02-16,3828.98,3858.49,3821.42,3829.19,4473568301
2021-02-17,3931.13,3973.47,3919.62,3948.14,3673937597
2021-02-19,3920.64,3928.68,3884.2,3900.9,3930854154
2021-02-22,3917.59,3943.35,3914.67,3926.19,3696059939
2021-02-23,4002.97,4019.03,3990.43,4000.58,3766913520
2021-02-24,3937.96,3955.77,3936.03,3937.56,3792343413
2021-02-26,4022.87,4045.15,3995.27,4028.36,4241161879
2021-03-01,3916.33,3956.36,3899.41,3935.31,4461064749
2021-03-02,4035.36,4060.29,4007.13,4054.89,4340210879
2021-03-03,3971.96,3990.18,3937.53,3963.51,3920952612
2021-03-05,3993.48,4023.69,3990.92,4003.29,4232545311
2021-03-08,4027.46,4031.02,4012.36,4028.46,3807972151
2021-03-09,3965.4,3986.85,3955.28,3983.8,4020517488
2021-03-10,4018.72,4024.19,3983.0,4008.65,3527516289
2021-03-12,4028.77,4040.99,4006.69,4023.41,3435571610
2021-03-15,4107.07,4107.7,4088.01,4089.23,4374757396
2021-03-16,4046.5,4059.93,4015.29,4038.82,3591840192
2021-03-17,4035.75,4063.33,4010.57,4045.83,4096426903
2021-03-19,4175.1,4195.07,4167.28,4169.97,3561516855
2021-03-22,4054.34,4067.54,4022.6,4047.4,3386380085
2021-03-23,4178.35,4226.31,4151.09,4197.97,4013146319
2021-03-24,4194.08,4198.56,4173.53,4187.73,3492160272
2021-03-26,4112.59,4121.35,4098.57,4098.91,4033522788
2021-03-29,4118.89,4124.29,4111.4,4117.6,3793481604
2021-03-30,4175.89,4180.86,4140.31,4168.32,3349321588
2021-04-01,4182.37,4210.05,4168.23,4183.75,3760639527
2021-04-02,4160.66,4178.71,4158.33,4162.79,3956779867
2021-04-05,4186.32,4200.27,4175.96,4191.33,3463930787
2021-04-06,4117.13,4154.9,4115.52,4128.5,4005466544
2021-04-08,4191.32,4208.28,4160.71,4175.25,3516827380
2021-04-09,4253.78,4267.32,4242.71,4253.92,3801834767
2021-04-12,4157.18,4180.56,4145.54,4157.03,3970414354
2021-04-13,4286.68,4296.65,4259.59,4273.97,3385452775
2021-04-15,4258.79,4285.39,4249.41,4262.36,3971611451
2021-04-16,4192.47,4224.15,4172.62,4204.89,4340456225
2021-04-19,4262.87,4271.86,4242.18,4269.46,3995071121
2021-04-21,4245.71,4267.78,4219.19,4256.69,4151117226
2021-04-22,4163.29,4171.1,4148.99,4150.52,4357897352
2021-04-23,4249.43,4254.59,4219.1,4234.31,4167597342
2021-04-26,4263.55,4264.06,4218.38,4243.72,4331056152
2021-04-28,4204.88,4223.73,4194.2,4204.43,4377023695
2021-04-29,4239.76,4248.19,4201.85,4224.9,4145939394
2021-05-03,4127.4,4148.45,4118.02,4141.23,3796394479
2021-05-05,4188.37,4203.1,4176.2,4202.53,3617605547
2021-05-06,4187.03,4205.96,4179.95,4184.09,3920158667
2021-05-10,4142.52,4155.28,4136.05,4152.14,3835058221
2021-05-12,4186.28,4220.31,4166.27,4194.89,3699612892
2021-05-13,4186.6,4220.31,4180.66,4201.55,3935641670
2021-05-17,4235.71,4268.46,4221.59,4240.1,3899909469
2021-05-19,4268.36,4285.64,4235.38,4251.07,4079171830
2021-05-20,4183.64,4200.43,4179.37,4194.3,3530426807
2021-05-24,4191.25,4216.89,4182.28,4210.45,3251070313
2021-05-26,4227.24,4254.77,4216.44,4218.05,3210466795
2021-05-27,4375.48,4384.47,4334.83,4355.8,3811782515
2021-06-01,4244.66,4271.72,4236.76,4247.08,3676453447
2021-06-02,4238.11,4242.18,4216.18,4220.27,3578881507
2021-06-03,4246.38,4268.37,4220.06,4259.3,3311703915
2021-06-08,4236.25,4258.41,4221.95,4250.46,3517974791
2021-06-09,4265.76,4278.62,4244.13,4274.85,3680693457
2021-06-11,4288.31,4307.92,4257.63,4271.21,3711449135
2021-06-15,4378.32,4413.96,4353.21,4390.04,3156445258
2021-06-16,4413.6,4452.15,4396.35,4426.95,3670778437
2021-06-18,4303.64,4306.54,4271.52,4296.75,3798517810
2021-06-21,4337.45,4341.83,4320.97,4334.09,3219287620
2021-06-22,4402.02,4441.09,4380.73,4411.9,3751040660
2021-06-23,4379.8,4409.29,4356.49,4381.86,3923537811
2021-06-25,4429.07,4447.45,4408.42,4425.02,3059366183
2021-06-28,4376.89,4383.02,4353.65,4361.16,3057637586
2021-06-29,4408.96,4428.32,4402.37,4424.49,3921832600
2021-07-01,4357.35,4392.07,4331.55,4371.36,3627984755
2021-07-02,4410.64,4435.34,4371.0,4398.23,3737847129
2021-07-05,4372.36,4388.4,4367.44,4386.0,3319435486
2021-07-06,4368.59,4393.29,4347.12,4371.81,3812395437
2021-07-08,4485.63,4485.7,4475.16,4482.53,3383731861
2021-07-09,4493.61,4503.0,4467.84,4485.08,3663390716
2021-07-12,4396.96,4424.07,4373.72,4412.13,3638741832
2021-07-13,4357.63,4378.37,4336.29,4362.11,2931633664
2021-07-15,4417.52,4445.02,4399.61,4399.91,3283622677
2021-07-16,4454.78,4473.65,4425.81,4442.71,3834862260
2021-07-19,4391.25,4414.48,4375.9,4381.7,3004042045
2021-07-20,4412.82,4437.12,4392.52,4393.7,3698198550
2021-07-22,4574.37,4589.73,4537.64,4567.57,3024326295
2021-07-23,4398.94,4418.32,4374.1,4398.77,3171372247
2021-07-26,4520.84,4534.06,4494.84,4509.69,3146105185
2021-07-27,4469.04,4504.15,4449.74,4477.93,3475933185
2021-07-29,4441.65,4470.82,4430.15,4448.48,3433310343
2021-07-30,4499.28,4522.87,4485.54,4512.0,3514150517
2021-08-02,4451.38,4464.79,4442.93,4459.28,2920029909
2021-08-03,4490.29,4513.03,4472.71,4502.71,3204448223
2021-08-05,4417.32,4446.17,4412.58,4419.42,3297823430
2021-08-06,4520.28,4546.85,4494.32,4502.57,2966254133
2021-08-09,4394.73,4414.66,4385.56,4401.23,3431367022
2021-08-10,4395.56,4422.26,4390.27,4395.21,3037497551
2021-08-12,4517.72,4542.24,4489.08,4512.55,3708544991
2021-08-13,4366.5,4390.36,4363.77,4369.54,3722020322
2021-08-16,4371.93,4375.13,4368.46,4369.03,3377713914
2021-08-17,4440.98,4476.29,4428.09,4460.82,3796696972
2021-08-19,4432.82,4436.59,4409.93,4417.27,3544568171
2021-08-20,4327.13,4352.49,4294.51,4324.43,3174107997
2021-08-23,4291.38,4314.37,4258.77,4281.15,4001772939
2021-08-24,4413.45,4431.1,4403.38,4428.82,3679461679
2021-08-26,4377.23,4396.07,4374.51,4381.73,3875001286
2021-08-27,4363.88,4374.82,4345.35,4360.43,4097208169
2021-08-30,4356.04,4384.57,4330.18,4348.8,3951041125
2021-09-01,4342.28,4362.07,4335.25,4346.13,4083391197
2021-09-02,4227.95,4255.41,4220.48,4236.26,3745810112
2021-09-03,4271.51,4293.53,4245.65,4281.39,3550769718
2021-09-06,4439.71,4446.42,4394.51,4420.63,3451703940
2021-09-08,4335.98,4350.46,4308.85,4330.07,3479832835
2021-09-09,4329.07,4354.18,4315.76,4315.84,3208119158
2021-09-13,4455.12,4483.65,4450.45,4457.85,4052232736
2021-09-15,4470.01,4499.53,4468.77,4488.51,3171714810
2021-09-16,4475.16,4497.83,4469.23,4483.79,3080644413
2021-09-21,4431.74,4453.67,4421.79,4442.09,3100863606
2021-09-22,4523.5,4551.59,4506.52,4538.25,3623586931
2021-09-23,4605.13,4633.26,4582.17,4592.07,3067793700
2021-09-28,4562.56,4564.94,4538.05,4556.22,3111419535
2021-09-29,4585.9,4615.53,4563.47,4594.05,3194998571
2021-10-01,4539.47,4575.72,4531.85,4551.45,3823269282
2021-10-05,4552.62,4561.03,4516.92,4540.71,3070840514
2021-10-06,4544.67,4546.87,4522.83,4540.69,3167937324
2021-10-08,4632.85,4643.96,4626.85,4629.69,3662762512
2021-10-12,4564.02,4582.96,4550.13,4565.29,3872900653
2021-10-13,4509.23,4518.51,4507.2,4509.84,3488400955
2021-10-15,4538.27,4565.61,4529.33,4550.66,3527174189
2021-10-19,4503.21,4528.78,4498.24,4508.51,3495012746
2021-10-20,4605.39,4615.35,4600.84,4606.24,3267504300
2021-10-22,4617.57,4644.93,4602.67,4610.56,3426813504
2021-10-26,4539.92,4561.93,4534.47,4553.13,3388964015
2021-10-27,4487.08,4505.68,4477.55,4501.71,3364399176
2021-10-29,4571.3,4607.28,4570.82,4577.45,3863510168
2021-11-01,4573.07,4590.01,4545.33,4576.95,3339612158
2021-11-02,4515.75,4542.93,4503.01,4511.16,3398233046
2021-11-03,4653.49,4690.55,4640.85,4672.34,3767290210
2021-11-05,4585.3,4606.77,4552.91,4578.52,3903363945
2021-11-08,4590.99,4600.5,4577.71,4595.75,3731003103
2021-11-09,4697.11,4700.04,4687.35,4698.17,3920858923
2021-11-11,4690.47,4709.88,4667.28,4683.08,3806039457
2021-11-12,4685.23,4713.78,4683.99,4686.37,3442311647
2021-11-15,4658.59,4675.26,4631.38,4647.26,3910912027
2021-11-16,4606.2,4640.17,4594.89,4617.35,3276329225
2021-11-18,4705.46,4725.12,4682.9,4695.39,3667109093
2021-11-19,4687.03,4706.07,4660.66,4682.5,3921129885
2021-11-22,4779.76,4802.16,4773.1,4786.52,4007253143
2021-11-23,4727.8,4754.89,4726.37,4738.75,3521470503
2021-11-25,4757.23,4759.25,4717.51,4741.31,3863962839
2021-11-26,4830.52,4839.35,4794.97,4821.3,3623888051
2021-11-29,4677.31,4693.69,4666.37,4687.6,3648786089
2021-12-01,4759.66,4803.18,4743.25,4773.98,4229838941
2021-12-02,4666.19,4684.84,4650.26,4674.9,3953650282
2021-12-03,4697.23,4701.85,4676.95,4690.9,3936321842
2021-12-06,4728.22,4769.87,4707.3,4741.41,4395380090
2021-12-08,4657.45,4690.99,4638.93,4674.24,4115669988
2021-12-09,4642.43,4644.68,4632.4,4637.83,4555989005
2021-12-10,4631.5,4669.04,4626.19,4640.67,4391218608
2021-12-13,4582.22,4593.03,4581.75,4585.89,4208001557
2021-12-15,4709.86,4745.15,4704.72,4728.42,4007600987
2021-12-16,4727.2,4752.64,4689.42,4709.29,4335453042
2021-12-17,4625.19,4653.23,4604.36,4636.86,4986200961
2021-12-20,4659.46,4694.96,4657.23,4666.69,4828477537
2021-12-22,4628.02,4629.06,4610.41,4622.22,4353491215
2021-12-23,4559.9,4575.94,4518.28,4548.19,5037664047
2021-12-24,4599.44,4621.54,4595.48,4598.51,5260680614
2021-12-27,4482.38,4501.2,4473.6,4481.69,5419571265
2021-12-29,4502.6,4518.09,4497.39,4505.39,5166865908
2021-12-30,4492.76,4498.42,4478.73,4478.75,5110973853
2022-01-03,4406.5,4416.24,4380.32,4413.99,5177390800
2022-01-05,4414.67,4436.19,4387.32,4429.06,4899713829
2022-01-06,4517.54,4525.99,4489.46,4508.72,5094238558
2022-01-10,4463.35,4471.48,4443.2,4461.69,5056084112
2022-01-12,4376.3,4394.01,4370.88,4377.19,4959779871
2022-01-13,4489.33,4508.19,4478.39,4495.44,5442541849
2022-01-17,4405.89,4427.83,4394.68,4423.84,5127715144
2022-01-19,4460.8,4486.98,4450.96,4462.03,5600917552
2022-01-20,4462.17,4495.45,4446.37,4477.53,5568842357
2022-01-24,4417.31,4455.4,4414.59,4430.56,5340031499
2022-01-26,4380.93,4421.16,4366.95,4394.39,5533635444
2022-01-27,4349.65,4369.18,4338.75,4349.93,5860159450
2022-02-01,4459.99,4468.03,4447.95,4460.1,5533568406
2022-02-02,4417.15,4425.08,4400.25,4407.39,5714425791
2022-02-03,4391.66,4416.7,4367.88,4380.07,5371665415
2022-02-08,4389.88,4405.17,4380.27,4389.54,5308674873
2022-02-09,4472.69,4500.78,4470.4,4489.31,5765160678
2022-02-10,4498.55,4499.48,4468.13,4483.12,4916751164
2022-02-15,4553.07,4575.83,4515.16,4537.3,5442443866
2022-02-16,4525.6,4552.49,4518.72,4541.9,5602707466
2022-02-17,4554.24,4571.63,4532.35,4549.14,4864421984
2022-02-22,4478.09,4502.46,4449.14,4462.97,5426526921
2022-02-23,4461.19,4483.7,4448.65,4455.88,5036319682
2022-02-24,4579.81,4603.37,4554.4,4569.9,5525853384
2022-03-01,4562.93,4582.78,4545.46,4552.91,4670073122
2022-03-02,4584.46,4587.44,4573.85,4581.16,5097544668
2022-03-03,4569.57,4576.3,4552.88,4570.71,5358410044
2022-03-08,4376.51,4406.32,4370.13,4386.31,5208145582
2022-03-09,4400.31,4418.42,4381.7,4410.74,5351087468
2022-03-10,4307.7,4342.66,4286.5,4325.48,5770300248
2022-03-15,4411.45,4437.21,4383.81,4427.3,5468863177
2022-03-16,4299.47,4342.04,4295.44,4317.05,5001879821
2022-03-17,4292.8,4337.04,4276.29,4312.3,5154038392
2022-03-22,4293.21,4316.64,4274.64,4299.52,5149890394
2022-03-23,4311.02,4331.2,4278.24,4300.52,5565691678
2022-03-24,4174.65,4186.56,4162.6,4177.35,5835527473
2022-03-29,4198.04,4219.96,4178.38,4198.85,5940084188
2022-03-30,4178.04,4216.34,4176.61,4196.45,5426722784
2022-04-01,4214.53,4233.6,4189.05,4207.96,5834856662
2022-04-05,4115.06,4146.37,4107.35,4129.01,6269845426
2022-04-06,4144.11,4178.1,4144.01,4154.3,5973774579
2022-04-08,4189.17,4217.27,4141.78,4169.34,5402851942
2022-04-11,4172.59,4206.21,4144.11,4182.5,5438820768
2022-04-12,4200.85,4225.19,4178.96,4200.93,5299637056
2022-04-13,4136.35,4152.35,4095.87,4122.64,5756969015
2022-04-15,4127.1,4128.46,4091.37,4107.85,5273744457
2022-04-18,4130.75,4160.01,4093.87,4113.19,5974904850
2022-04-19,4201.05,4220.67,4175.36,4204.22,6145187100
2022-04-21,4196.91,4237.54,4178.62,4211.46,6054670446
2022-04-22,4073.8,4090.57,4033.89,4054.99,5707204122
2022-04-25,4124.86,4131.93,4094.78,4116.53,5832683689
2022-04-26,4143.47,4162.24,4135.89,4143.21,5829447034
2022-04-28,4172.3,4200.49,4162.77,4190.79,5973352312
2022-04-29,4098.27,4112.81,4086.13,4089.4,5325881308
2022-05-02,4148.14,4168.3,4119.03,4142.17,5380899235
2022-05-03,4147.57,4175.68,4139.58,4146.93,5406004872
2022-05-05,4042.06,4071.11,4039.73,4060.15,6082563885
2022-05-06,4067.55,4077.04,4049.87,4062.95,5428825025
2022-05-09,3964.0,3997.17,3940.89,3977.59,5426430533
2022-05-10,3948.12,3985.96,3923.99,3966.17,5591302677
2022-05-12,4078.14,4095.41,4075.75,4076.79,6150970106
2022-05-13,4052.95,4069.43,4049.81,4061.42,5769989573
2022-05-16,3989.65,3993.06,3971.81,3974.1,5808834691
2022-05-17,3879.7,3906.58,3870.1,3875.08,5521754237
2022-05-19,3942.3,3964.87,3923.18,3949.3,5797356979
2022-05-20,3825.59,3848.32,3804.45,3833.88,6226561119
